right_eye_image,left_eye_image,yaw,roll,pitch,screen_position_x,screen_position_y
gaze_estimation\calibration_results\right_eye_crop_20250422_234359.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234359.png,-0.6365531491593227,-380.21545852961106,-2.6306946225028582,0.9947916666666666,0.9907407407407407
gaze_estimation\calibration_results\right_eye_crop_20250422_234400.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234400.png,-1.1576471079837112,0.27037768494730585,-0.6780072061008582,0.9947916666666666,0.9907407407407407
gaze_estimation\calibration_results\right_eye_crop_20250422_234401.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234401.png,-1.1346141121790465,-0.18456579264119455,-1.6578788882907247,0.09375,0.9907407407407407
gaze_estimation\calibration_results\right_eye_crop_20250422_234402.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234402.png,-0.8550872066741182,-318.57236309318085,-2.0543074272200244,0.005208333333333333,0.9907407407407407
gaze_estimation\calibration_results\right_eye_crop_20250422_234402.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234402.png,-0.5484852653926557,-410.33507946810664,-1.6546674144422724,0.005208333333333333,0.9907407407407407
gaze_estimation\calibration_results\right_eye_crop_20250422_234403.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234403.png,-1.552240199243363,-0.10953379822066722,0.03753750391166477,0.005208333333333333,0.3148148148148148
gaze_estimation\calibration_results\right_eye_crop_20250422_234404.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234404.png,-0.29817210416680107,0.4626317609024966,-0.8259510644268317,0.005208333333333333,0.009259259259259259
gaze_estimation\calibration_results\right_eye_crop_20250422_234405.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234405.png,0.9738386236451915,-357.68317419359937,-2.1605914272415845,0.005208333333333333,0.009259259259259259
gaze_estimation\calibration_results\right_eye_crop_20250422_234406.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234406.png,-1.740654251517497,0.720759089125039,-0.3055415663184391,0.005208333333333333,0.009259259259259259
gaze_estimation\calibration_results\right_eye_crop_20250422_234407.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234407.png,-0.677051886786384,-0.1302425569155048,-2.1162739063985043,0.005208333333333333,0.009259259259259259
gaze_estimation\calibration_results\right_eye_crop_20250422_234408.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234408.png,-0.8826299601469121,-328.6405418290432,-2.821496105197525,0.5,0.37037037037037035
gaze_estimation\calibration_results\right_eye_crop_20250422_234409.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234409.png,0.3231971078941336,-378.8072525296583,-2.751038346599586,0.5,0.09259259259259259
gaze_estimation\calibration_results\right_eye_crop_20250422_234410.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234410.png,0.4785391203563778,-318.47286402497247,-3.440838567066308,0.5,0.09259259259259259
gaze_estimation\calibration_results\right_eye_crop_20250422_234411.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234411.png,-1.1303413769187995,0.2701692397322404,-3.018359640849468,0.5,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234412.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234412.png,0.6468510649161541,0.4761211212232581,-1.6488683763816852,0.5,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234413.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234413.png,0.8121625698738395,-0.18730396539640992,-2.416005298355742,0.71875,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234414.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234414.png,7.056005102063833,-3.131176383505192,0.4663280986523546,0.9479166666666666,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234415.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234415.png,10.145855573979931,-3.2963361176734054,1.40691102498306,0.9479166666666666,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234416.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234416.png,8.441481629200466,-3.056197486958581,0.6114809499805745,0.75,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234417.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234417.png,1.6746489761160197,-0.35257063691540225,-1.452969099178702,0.5,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234418.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234418.png,-0.22960458141381146,0.27258893564993514,-1.4173703228047714,0.5,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234419.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234419.png,1.196390910189035,0.18987626803092894,-0.949040199279878,0.5,0.8611111111111112
gaze_estimation\calibration_results\right_eye_crop_20250422_234420.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234420.png,0.25730124954737227,-0.3635702390276947,-1.6349485456494932,0.5,0.9074074074074074
gaze_estimation\calibration_results\right_eye_crop_20250422_234421.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234421.png,0.8835750846698059,0.5591105514448316,-1.8315016095424994,0.5,0.7314814814814815
gaze_estimation\calibration_results\right_eye_crop_20250422_234422.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234422.png,0.5370246146714992,-0.26225699561013016,-2.3801256830277993,0.5,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234422.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234422.png,0.6504427907891451,0.3771392367877695,-1.7267404616162736,0.5,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234423.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234423.png,0.19903167588646561,-0.6793638441236567,-1.8576241615050861,0.5,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234424.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234424.png,-2.1648432719130533,0.2459666489722565,-1.8330732013136668,0.1875,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234425.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234425.png,-2.8432014082978276,-410.7865344514777,-1.71551542346225,0.052083333333333336,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234426.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234426.png,-3.8013992574570192,-358.1068764745612,-2.8337436759422303,0.052083333333333336,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234427.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234427.png,-0.6162147321743523,-30.642186821696725,-0.4778687564386104,0.3489583333333333,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234428.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234428.png,-0.10566893263343202,0.2960330740537813,-2.08476974550436,0.5,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234428.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234428.png,-0.6771297798719169,-0.421032327857489,-2.3934561515253137,0.5,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234429.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234429.png,0.928414283550548,0.45187100251683887,-2.2127421749607095,0.5,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234430.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234430.png,-0.4798609227402131,21.102128364165367,-1.7334103776346126,0.7642924233838959,0.2596099921676182
gaze_estimation\calibration_results\right_eye_crop_20250422_234431.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234431.png,1.9571345283812478,-0.9480984953123084,-2.322494489408058,0.9479166666666666,0.09259259259259259
gaze_estimation\calibration_results\right_eye_crop_20250422_234432.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234432.png,4.208996942411958,-1.152003882404557,-0.9417585740999215,0.9479166666666666,0.09259259259259259
gaze_estimation\calibration_results\right_eye_crop_20250422_234432.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234432.png,4.010318673239685,-1.7904667678087378,-1.546254093994122,0.9479166666666666,0.09259259259259259
gaze_estimation\calibration_results\right_eye_crop_20250422_234433.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234433.png,4.108385467039828,-1.7487762319443618,-2.3780083271053485,0.7299913351045073,0.2908089148403459
gaze_estimation\calibration_results\right_eye_crop_20250422_234433.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234433.png,4.393063953477825,-1.1307574361388504,-1.8961893623530415,0.7299913351045073,0.2908089148403459
gaze_estimation\calibration_results\right_eye_crop_20250422_234434.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234434.png,1.9357141652356544,-1.1536469715897226,-1.39388433019748,0.5,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234435.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234435.png,2.275409521592909,-0.18219565097012946,-0.7384865857359841,0.5,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234436.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234436.png,1.133052857003784,-0.09741423618811496,-0.6969767819829116,0.657648112193903,0.6433905309877354
gaze_estimation\calibration_results\right_eye_crop_20250422_234437.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234437.png,3.1043621956790037,-1.0309475799586494,0.638217516924712,0.9358506631243192,0.8964326444955049
gaze_estimation\calibration_results\right_eye_crop_20250422_234438.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234438.png,2.9726481938316986,-1.2442743093723152,0.8881859557776721,0.9479166666666666,0.9074074074074074
gaze_estimation\calibration_results\right_eye_crop_20250422_234439.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234439.png,2.8562969284898436,-0.5262968533976959,-0.5904360011554104,0.850545773841021,0.8188426676796885
gaze_estimation\calibration_results\right_eye_crop_20250422_234440.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234440.png,2.5237916597480243,-0.6329719045365607,-1.5252085769411963,0.5723432229106048,0.5658005541719198
gaze_estimation\calibration_results\right_eye_crop_20250422_234441.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234441.png,1.549284945865234,-0.7283155987456666,-1.6405668830865778,0.5,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234442.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234442.png,0.868415975205469,-0.650266194369209,-1.8224443773294183,0.44435948981391604,0.5506084227015536
gaze_estimation\calibration_results\right_eye_crop_20250422_234443.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234443.png,-0.2395122914484631,0.7679919807093825,-1.499747755569544,0.15688352051914964,0.8120852733262512
gaze_estimation\calibration_results\right_eye_crop_20250422_234443.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234443.png,-0.8111772705889502,0.2744959046308111,-2.068336132144239,0.15688352051914964,0.8120852733262512
gaze_estimation\calibration_results\right_eye_crop_20250422_234444.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234444.png,0.23873343632800087,-358.9213038673473,-0.8761937218868638,0.052083333333333336,0.9074074074074074
gaze_estimation\calibration_results\right_eye_crop_20250422_234445.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234445.png,-0.5577287020718475,-359.34223062479464,-1.3662996111790164,0.056720042515506976,0.9031900388489446
gaze_estimation\calibration_results\right_eye_crop_20250422_234446.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234446.png,0.038738629145209154,0.17337371654417666,-1.9398036579883922,0.3210124658994044,0.6628000310165629
gaze_estimation\calibration_results\right_eye_crop_20250422_234447.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234447.png,0.37368284542612945,0.1709625446012808,-1.6627464681843378,0.5,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234448.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234448.png,0.5578974249171449,0.8658718894826904,-2.1375898900747927,0.5,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234449.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234449.png,0.3439621683319228,0.22995282942818562,-2.689467953931512,0.27743795925566417,0.29756630919378324
gaze_estimation\calibration_results\right_eye_crop_20250422_234449.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234449.png,0.6201963256529239,-317.82925521070024,-2.121034059711505,0.27743795925566417,0.29756630919378324
gaze_estimation\calibration_results\right_eye_crop_20250422_234450.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234450.png,-3.3284310150588143,-358.9136173144691,-1.9674871254397743,0.052083333333333336,0.09259259259259259
gaze_estimation\calibration_results\right_eye_crop_20250422_234451.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234451.png,-3.765969623686009,-358.24431717342327,-3.1260908707553057,0.052083333333333336,0.09259259259259259
gaze_estimation\calibration_results\right_eye_crop_20250422_234452.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234452.png,-2.8865315651124313,-357.68699629549843,-3.0545556274885115,0.20509473634506328,0.23176575502186658
gaze_estimation\calibration_results\right_eye_crop_20250422_234453.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234453.png,-2.0518945213898485,-358.0874480752561,-2.749054643272359,0.48329728727548266,0.4848078685296379
gaze_estimation\calibration_results\right_eye_crop_20250422_234454.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234454.png,-1.7461733616277353,-358.24204962197604,-2.484195009535199,0.5,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234455.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234455.png,-1.1540929602109566,-358.87032608461584,-2.136316213888307,0.5,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234455.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234455.png,-1.9330081348131691,-359.4784557485639,-2.556036881061047,0.5,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234456.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234456.png,-2.013824431115612,-358.47962920910066,-1.376112457160687,0.5,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234334.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234334.png,-0.6519037028440526,-0.1376422528515775,-0.29172304547962824,0.5,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234334.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234334.png,-0.45857444039587447,0.7229331699140005,0.019350621199151874,0.5,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234335.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234335.png,1.1862892455575775,0.36884636369018153,0.3315309354735092,0.27654969875488966,0.3222851405302044
gaze_estimation\calibration_results\right_eye_crop_20250422_234336.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234336.png,0.1523764538132194,-410.2830443417972,0.14140668704347092,0.10416666666666667,0.18518518518518517
gaze_estimation\calibration_results\right_eye_crop_20250422_234337.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234337.png,-1.9956828466728447,-358.7305213689841,-2.4294420376224792,0.3697916666666667,0.18518518518518517
gaze_estimation\calibration_results\right_eye_crop_20250422_234338.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234338.png,-1.4023258058875778,-358.1038834153519,-1.6342832901182334,0.5,0.18518518518518517
gaze_estimation\calibration_results\right_eye_crop_20250422_234339.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234339.png,-1.2331564242254909,0.09802783266115966,-2.2842500090978604,0.8541666666666666,0.18518518518518517
gaze_estimation\calibration_results\right_eye_crop_20250422_234340.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234340.png,-0.4580044017038116,0.9537927080362465,-1.8620481939342568,0.8958333333333334,0.18518518518518517
gaze_estimation\calibration_results\right_eye_crop_20250422_234341.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234341.png,-0.45826328316888054,-411.0834937607409,-2.4164737657405624,0.4485531748568879,0.36305097919920903
gaze_estimation\calibration_results\right_eye_crop_20250422_234341.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234341.png,-0.2765867725470803,-317.81963448263275,-1.7098971850387557,0.4485531748568879,0.36305097919920903
gaze_estimation\calibration_results\right_eye_crop_20250422_234342.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234342.png,-0.027276714070014082,-359.5534559846068,-1.3538945554551276,0.10416666666666667,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234342.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234342.png,0.37461341797095576,-358.91348653483504,-0.4930015218566979,0.10416666666666667,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234343.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234343.png,-0.9116327878895871,-358.6442211348125,-1.8105904099930399,0.21875,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234344.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234344.png,-1.7338035948113095,-359.34560615963585,-2.1813194541474275,0.5,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234344.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234344.png,-1.4180938324102341,-358.5741158060243,-1.6950047689387588,0.5,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234345.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234345.png,0.19160899219865735,0.8610944442077084,-0.8680814509261552,0.6458333333333334,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234346.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234346.png,0.42872101113155653,-328.59729270619573,-0.5645317959212406,0.8958333333333334,0.5
gaze_estimation\calibration_results\right_eye_crop_20250422_234347.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234347.png,-0.3654980508286743,0.08575162144467185,-2.2745932296791977,0.6315314215063429,0.6051025146446517
gaze_estimation\calibration_results\right_eye_crop_20250422_234348.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234348.png,0.3049954784261525,0.8292535587150098,-0.5991415735151122,0.10416666666666667,0.8148148148148148
gaze_estimation\calibration_results\right_eye_crop_20250422_234349.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234349.png,-0.5706299659950067,0.2181848728958471,-2.0692417910900076,0.10416666666666667,0.8148148148148148
gaze_estimation\calibration_results\right_eye_crop_20250422_234350.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234350.png,-0.568588353621019,0.8551184389255582,-1.735533063024718,0.5,0.8148148148148148
gaze_estimation\calibration_results\right_eye_crop_20250422_234351.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234351.png,-0.2880844885525453,0.15115643518441857,-1.638349611114407,0.5,0.8148148148148148
gaze_estimation\calibration_results\right_eye_crop_20250422_234352.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234352.png,-0.06969534614294437,-317.8767209233242,-0.25429839715563674,0.8958333333333334,0.8148148148148148
gaze_estimation\calibration_results\right_eye_crop_20250422_234353.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234353.png,0.7299501647565015,0.8311338749448112,-0.20528273305035327,0.8586967487182885,0.7812253893540334
gaze_estimation\calibration_results\right_eye_crop_20250422_234353.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234353.png,0.46730978974092047,0.1956187355073098,-0.4623149785823699,0.8540546756414078,0.7770267111714356
gaze_estimation\calibration_results\right_eye_crop_20250422_234354.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234354.png,-1.4915160764423783,-358.13603690421553,-1.565409895483171,0.005208333333333333,0.009259259259259259
gaze_estimation\calibration_results\right_eye_crop_20250422_234355.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234355.png,-2.032527024146888,-358.06743310285526,-1.157350975116259,0.005208333333333333,0.009259259259259259
gaze_estimation\calibration_results\right_eye_crop_20250422_234356.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234356.png,-0.6356005422045442,-359.1578793330033,-2.504017332177014,0.4895833333333333,0.009259259259259259
gaze_estimation\calibration_results\right_eye_crop_20250422_234357.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234357.png,-0.4603201997317945,-358.28240829100093,-2.3857358689251384,0.9947916666666666,0.009259259259259259
gaze_estimation\calibration_results\right_eye_crop_20250422_234358.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234358.png,0.5667071145496501,-29.8937543937449,-1.9409238890670366,0.9947916666666666,0.009259259259259259
gaze_estimation\calibration_results\right_eye_crop_20250422_234359.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234359.png,-0.6365531491593227,-380.21545852961106,-2.6306946225028582,0.9947916666666666,0.9907407407407407
gaze_estimation\calibration_results\right_eye_crop_20250422_234400.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234400.png,-1.1576471079837112,0.27037768494730585,-0.6780072061008582,0.9947916666666666,0.9907407407407407
gaze_estimation\calibration_results\right_eye_crop_20250422_234401.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234401.png,-1.1346141121790465,-0.18456579264119455,-1.6578788882907247,0.09375,0.9907407407407407
gaze_estimation\calibration_results\right_eye_crop_20250422_234402.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234402.png,-0.8550872066741182,-318.57236309318085,-2.0543074272200244,0.005208333333333333,0.9907407407407407
gaze_estimation\calibration_results\right_eye_crop_20250422_234402.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234402.png,-0.5484852653926557,-410.33507946810664,-1.6546674144422724,0.005208333333333333,0.9907407407407407
gaze_estimation\calibration_results\right_eye_crop_20250422_234403.png,gaze_estimation\calibration_results\left_eye_crop_20250422_234403.png,-1.552240199243363,-0.10953379822066722,0.03753750391166477,0.005208333333333333,0.3148148148148148
